8800191	8800191	81
8800192	8800192	66
8800193	8800193	67
8800194	8800194	85
8800195	8800195	44
8800196	8800196	50
8800197	8800197	54
8800198	8800198	50
8800199	8800199	21
8800200	8800200	22
8800201	8800201	21
8800202	8800202	31
8800203	8800203	26
8800204	8800204	23
8800205	8800205	22
8800206	8800206	29
8800207	8800207	23
8800208	8800208	23
8800209	8800209	32
8800210	8800210	25
8800211	8800211	18
8800212	8800212	29
8800213	8800213	23
8800214	8800214	20
8800215	8800215	27
8800216	8800216	26
8800217	8800217	25
8800218	8800218	34
8800219	8800219	34
8800220	8800220	23
8800221	8800221	37
8800222	8800222	31
8800223	8800223	22
8800224	8800224	30
8800225	8800225	28
8800226	8800226	33
8800227	8800227	23
8800228	8800228	28
8800229	8800229	19
8800230	8800230	36
8800231	8800231	52
8800232	8800232	64
8800233	8800233	62
8800234	8800234	43
8800235	8800235	46
8800236	8800236	52
8800237	8800237	55
8800238	8800238	62
8800239	8800239	48
8800240	8800240	42
8800241	8800241	54
8800242	8800242	46
8800243	8800243	38
8800244	8800244	44
8800245	8800245	40
8800246	8800246	60
8800247	8800247	45
8800248	8800248	26
8800249	8800249	28
8800250	8800250	25
8800251	8800251	28
8800252	8800252	28
8800253	8800253	22
8800254	8800254	12
8800255	8800255	30
8800256	8800256	34
8800257	8800257	27
8800258	8800258	29
8800259	8800259	17
8800260	8800260	13
8800261	8800261	26
8800262	8800262	38
8800263	8800263	22
8800264	8800264	21
8800265	8800265	24
8800266	8800266	34
8800267	8800267	52
8800268	8800268	13
8800269	8800269	18
8800270	8800270	21
8800271	8800271	82
8800272	8800272	23
8800273	8800273	21
8800274	8800274	34
8800275	8800275	27
8800276	8800276	25
8800277	8800277	17
8800278	8800278	22
8800279	8800279	30
8800280	8800280	22
8800281	8800281	32
8800282	8800282	73
8800283	8800283	49
8800284	8800284	59
8800285	8800285	52
8800286	8800286	48
8800287	8800287	47
8800288	8800288	36
8800289	8800289	61
8800290	8800290	44
8800291	8800291	49
8800292	8800292	30
8800293	8800293	37
8800294	8800294	35
8800295	8800295	28
8800296	8800296	26
8800297	8800297	29
8800298	8800298	31
8800299	8800299	33
8800300	8800300	35
8800301	8800301	25
8800302	8800302	22
8800303	8800303	26
8800304	8800304	26
8800305	8800305	25
8800306	8800306	33
8800307	8800307	16
8800308	8800308	17
8800309	8800309	22
8800310	8800310	23
8800311	8800311	27
8800312	8800312	20
8800313	8800313	21
8800314	8800314	35
8800315	8800315	57
8800316	8800316	38
8800317	8800317	50
8800318	8800318	45
8800319	8800319	28
8800320	8800320	33
8800321	8800321	29
8800322	8800322	30
8800323	8800323	29
8800324	8800324	18
8800325	8800325	28
8800326	8800326	5
8800327	8800327	24
8800328	8800328	24
8800329	8800329	46
8800330	8800330	18
8800331	8800331	21
8800332	8800332	14
8800333	8800333	32
8800334	8800334	18
8800335	8800335	61
8800336	8800336	39
8800337	8800337	37
8800338	8800338	39
8800339	8800339	46
8800340	8800340	46
8800341	8800341	38
8800342	8800342	48
8800343	8800343	50
8800344	8800344	34
8800345	8800345	25
8800346	8800346	25
8800347	8800347	43
8800348	8800348	23
8800349	8800349	60
8800350	8800350	30
8800351	8800351	27
8800352	8800352	33
8800353	8800353	36
8800354	8800354	16
8800355	8800355	23
8800356	8800356	35
8800357	8800357	27
8800358	8800358	48
8800359	8800359	38
8800360	8800360	43
8800361	8800361	23
8800362	8800362	19
8800363	8800363	28
8800364	8800364	20
8800365	8800365	41
8800366	8800366	29
8800367	8800367	18
8800368	8800368	20
8800369	8800369	36
8800370	8800370	22
8800371	8800371	30
8800372	8800372	39
8800373	8800373	24
8800374	8800374	24
8800375	8800375	37
8800376	8800376	45
8800377	8800377	43
8800378	8800378	25
8800379	8800379	27
8800380	8800380	23
8800381	8800381	31
8800382	8800382	29
8800383	8800383	27
8800384	8800384	24
8800385	8800385	25
8800386	8800386	29
8800387	8800387	28
8800388	8800388	27
8800389	8800389	29
8800390	8800390	20
8800391	8800391	22
8800392	8800392	27
8800393	8800393	23
8800394	8800394	37
8800395	8800395	24
8800396	8800396	23
8800397	8800397	22
8800398	8800398	28
8800399	8800399	26
8800400	8800400	37
8800401	8800401	52
8800402	8800402	20
8800403	8800403	30
8800404	8800404	25
8800405	8800405	23
8800406	8800406	26
8800407	8800407	31
8800408	8800408	41
8800409	8800409	35
8800410	8800410	24
8800411	8800411	23
8800412	8800412	25
8800413	8800413	53
8800414	8800414	21
8800415	8800415	51
8800416	8800416	24
8800417	8800417	30
8800418	8800418	32
8800419	8800419	35
8800420	8800420	22
8800421	8800421	20
8800422	8800422	53
8800423	8800423	30
8800424	8800424	30
8800425	8800425	28
8800426	8800426	17
8800427	8800427	31
8800428	8800428	24
8800429	8800429	28
8800430	8800430	38
8800431	8800431	37
8800432	8800432	31
8800433	8800433	30
8800434	8800434	30
8800435	8800435	27
8800436	8800436	25
8800437	8800437	22
8800438	8800438	34
8800439	8800439	25
8800440	8800440	26
8800441	8800441	24
8800442	8800442	29
8800443	8800443	28
8800444	8800444	35
8800445	8800445	21
8800446	8800446	24
8800447	8800447	21
8800448	8800448	20
8800449	8800449	50
8800450	8800450	33
8800451	8800451	51
8800452	8800452	29
8800453	8800453	14
8800454	8800454	7
8800455	8800455	12
8800456	8800456	35
8800457	8800457	25
8800458	8800458	27
8800459	8800459	27
8800460	8800460	28
8800461	8800461	24
8800462	8800462	31
8800463	8800463	20
8800464	8800464	37
8800465	8800465	34
8800466	8800466	17
8800467	8800467	21
8800468	8800468	9
8800469	8800469	29
8800470	8800470	17
8800471	8800471	36
8800472	8800472	20
8800473	8800473	52
8800474	8800474	33
8800475	8800475	53
8800476	8800476	15
8800477	8800477	38
8800478	8800478	25
8800479	8800479	41
8800480	8800480	26
8800481	8800481	28
8800482	8800482	39
8800483	8800483	26
8800484	8800484	22
8800485	8800485	66
8800486	8800486	71
8800487	8800487	56
8800488	8800488	64
8800489	8800489	58
8800490	8800490	49
8800491	8800491	63
8800492	8800492	47
8800493	8800493	49
8800494	8800494	25
8800495	8800495	31
8800496	8800496	19
8800497	8800497	25
8800498	8800498	20
8800499	8800499	30
8800500	8800500	31
8800501	8800501	33
8800502	8800502	20
8800503	8800503	22
8800504	8800504	29
8800505	8800505	15
8800506	8800506	24
8800507	8800507	20
8800508	8800508	30
8800509	8800509	33
8800510	8800510	29
8800511	8800511	40
8800512	8800512	28
8800513	8800513	34
8800514	8800514	29
8800515	8800515	19
8800516	8800516	26
8800517	8800517	36
8800518	8800518	25
8800519	8800519	34
8800520	8800520	28
8800521	8800521	40
8800522	8800522	25
8800523	8800523	29
8800524	8800524	27
8800525	8800525	23
8800526	8800526	27
8800527	8800527	26
8800528	8800528	20
8800529	8800529	26
8800530	8800530	28
8800531	8800531	23
8800532	8800532	20
8800533	8800533	22
8800534	8800534	19
8800535	8800535	25
8800536	8800536	24
8800537	8800537	36
8800538	8800538	25
8800539	8800539	23
8800540	8800540	49
8800541	8800541	30
8800542	8800542	49
8800543	8800543	34
8800544	8800544	32
8800545	8800545	33
8800546	8800546	31
8800547	8800547	30
8800548	8800548	26
8800549	8800549	28
8800550	8800550	23
8800551	8800551	33
8800552	8800552	26
8800553	8800553	26
8800554	8800554	22
8800555	8800555	29
8800556	8800556	16
8800557	8800557	10
8800558	8800558	19
8800559	8800559	11
8800560	8800560	25
8800561	8800561	20
8800562	8800562	17
8800563	8800563	24
8800564	8800564	18
8800565	8800565	31
8800566	8800566	27
8800567	8800567	34
8800568	8800568	28
8800569	8800569	37
8800570	8800570	23
8800571	8800571	30
8800572	8800572	25
8800573	8800573	18
8800574	8800574	26
8800575	8800575	9
8800576	8800576	31
8800577	8800577	16
8800578	8800578	35
8800579	8800579	21
8800580	8800580	12
8800581	8800581	20
8800582	8800582	17
8800583	8800583	23
8800584	8800584	14
8800585	8800585	21
8800586	8800586	31
8800587	8800587	19
8800588	8800588	19
8800589	8800589	28
8800590	8800590	42
8800591	8800591	22
8800592	8800592	22
8800593	8800593	23
8800594	8800594	22
8800595	8800595	19
8800596	8800596	23
8800597	8800597	29
8800598	8800598	37
8800599	8800599	23
8800600	8800600	21
8800601	8800601	26
8800602	8800602	24
8800603	8800603	27
8800604	8800604	26
8800605	8800605	24
8800606	8800606	21
8800607	8800607	29
8800608	8800608	23
8800609	8800609	23
8800610	8800610	25
8800611	8800611	28
8800612	8800612	17
8800613	8800613	26
8800614	8800614	29
8800615	8800615	25
8800616	8800616	35
8800617	8800617	46
8800618	8800618	49
8800619	8800619	30
8800620	8800620	45
8800621	8800621	69
8800622	8800622	69
8800623	8800623	47
8800624	8800624	52
8800625	8800625	11
8800626	8800626	30
8800627	8800627	41
8800628	8800628	27
8800629	8800629	33
8800630	8800630	26
8800631	8800631	30
8800632	8800632	12
8800633	8800633	12
8800634	8800634	42
8800635	8800635	48
8800636	8800636	37
8800637	8800637	43
8800638	8800638	52
8800639	8800639	40
8800640	8800640	47
8800641	8800641	42
8800642	8800642	38
8800643	8800643	38
8800644	8800644	46
8800645	8800645	31
8800646	8800646	13
8800647	8800647	29
8800648	8800648	33
8800649	8800649	22
8800650	8800650	31
8800651	8800651	26
8800652	8800652	62
8800653	8800653	36
8800654	8800654	34
8800655	8800655	19
8800656	8800656	32
8800657	8800657	28
8800658	8800658	22
8800659	8800659	24
8800660	8800660	25
8800661	8800661	22
8800662	8800662	32
8800663	8800663	27
8800664	8800664	25
8800665	8800665	17
8800666	8800666	26
8800667	8800667	24
8800668	8800668	31
8800669	8800669	27
8800670	8800670	20
8800671	8800671	22
8800672	8800672	20
8800673	8800673	19
8800674	8800674	25
8800675	8800675	26
8800676	8800676	23
8800677	8800677	51
8800678	8800678	30
8800679	8800679	41
8800680	8800680	57
8800681	8800681	64
8800682	8800682	36
8800683	8800683	58
8800684	8800684	62
8800685	8800685	52
8800686	8800686	51
8800687	8800687	23
8800688	8800688	25
8800689	8800689	19
8800690	8800690	25
8800691	8800691	20
8800692	8800692	25
8800693	8800693	18
8800694	8800694	18
8800695	8800695	23
8800696	8800696	19
8800697	8800697	22
8800698	8800698	28
8800699	8800699	30
8800700	8800700	33
8800701	8800701	22
8800702	8800702	22
8800703	8800703	23
8800704	8800704	61
8800705	8800705	36
8800706	8800706	29
8800707	8800707	47
8800708	8800708	36
8800709	8800709	54
8800710	8800710	36
8800711	8800711	55
8800712	8800712	40
8800713	8800713	40
8800714	8800714	38
8800715	8800715	47
8800716	8800716	48
8800717	8800717	22
8800718	8800718	30
8800719	8800719	19
8800720	8800720	27
8800721	8800721	26
8800722	8800722	24
8800723	8800723	27
8800724	8800724	30
8800725	8800725	20
8800726	8800726	26
8800727	8800727	33
8800728	8800728	31
8800729	8800729	15
8800730	8800730	28
8800731	8800731	21
8800732	8800732	42
8800733	8800733	59
8800734	8800734	19
8800735	8800735	48
8800736	8800736	47
8800737	8800737	28
8800738	8800738	21
8800739	8800739	24
8800740	8800740	21
8800741	8800741	20
8800742	8800742	26
8800743	8800743	19
8800744	8800744	27
8800745	8800745	26
8800746	8800746	20
8800747	8800747	32
8800748	8800748	18
8800749	8800749	33
8800750	8800750	24
8800751	8800751	32
8800752	8800752	34
8800753	8800753	23
8800754	8800754	56
8800755	8800755	52
8800756	8800756	21
8800757	8800757	30
8800758	8800758	26
8800759	8800759	21
8800760	8800760	33
8800761	8800761	51
8800762	8800762	34
8800763	8800763	28
8800764	8800764	21
8800765	8800765	24
8800766	8800766	24
8800767	8800767	28
8800768	8800768	30
8800769	8800769	22
8800770	8800770	24
8800771	8800771	25
8800772	8800772	27
8800773	8800773	29
8800774	8800774	26
8800775	8800775	29
8800776	8800776	52
8800777	8800777	41
8800778	8800778	23
8800779	8800779	19
8800780	8800780	29
8800781	8800781	33
8800782	8800782	19
8800783	8800783	55
8800784	8800784	27
8800785	8800785	33
8800786	8800786	25
8800787	8800787	24
8800788	8800788	24
8800789	8800789	23
8800790	8800790	38
8800791	8800791	30
8800792	8800792	37
8800793	8800793	36
8800794	8800794	30
8800795	8800795	32
8800796	8800796	12
8800797	8800797	17
8800798	8800798	19
8800799	8800799	25
8800800	8800800	18
8800801	8800801	20
8800802	8800802	23
8800803	8800803	21
8800804	8800804	15
8800805	8800805	31
8800806	8800806	19
8800807	8800807	37
8800808	8800808	43
8800809	8800809	27
8800810	8800810	50
8800811	8800811	44
8800812	8800812	52
8800813	8800813	38
8800814	8800814	67
8800815	8800815	28
8800816	8800816	44
8800817	8800817	39
8800818	8800818	53
8800819	8800819	52
8800820	8800820	23
8800821	8800821	49
8800822	8800822	33
8800823	8800823	28
8800824	8800824	16
8800825	8800825	50
8800826	8800826	7
8800827	8800827	22
8800828	8800828	29
8800829	8800829	28
8800830	8800830	30
8800831	8800831	47
8800832	8800832	27
8800833	8800833	24
8800834	8800834	28
8800835	8800835	44
8800836	8800836	26
8800837	8800837	34
8800838	8800838	29
8800839	8800839	27
8800840	8800840	24
8800841	8800841	38
8800842	8800842	22
8800843	8800843	71
8800844	8800844	28
8800845	8800845	25
8800846	8800846	68
8800847	8800847	33
8800848	8800848	31
8800849	8800849	22
8800850	8800850	23
8800851	8800851	25
8800852	8800852	25
8800853	8800853	16
8800854	8800854	20
8800855	8800855	47
8800856	8800856	21
8800857	8800857	59
8800858	8800858	21
8800859	8800859	32
8800860	8800860	29
8800861	8800861	31
8800862	8800862	22
8800863	8800863	32
8800864	8800864	25
8800865	8800865	42
8800866	8800866	27
8800867	8800867	29
8800868	8800868	27
8800869	8800869	28
8800870	8800870	39
8800871	8800871	25
8800872	8800872	27
8800873	8800873	25
8800874	8800874	32
8800875	8800875	39
8800876	8800876	17
8800877	8800877	33
8800878	8800878	25
8800879	8800879	20
8800880	8800880	20
8800881	8800881	16
8800882	8800882	32
8800883	8800883	23
8800884	8800884	29
8800885	8800885	27
8800886	8800886	20
8800887	8800887	22
8800888	8800888	26
8800889	8800889	29
8800890	8800890	18
8800891	8800891	23
8800892	8800892	30
8800893	8800893	12
8800894	8800894	26
8800895	8800895	32
8800896	8800896	23
8800897	8800897	24
8800898	8800898	19
8800899	8800899	30
8800900	8800900	34
8800901	8800901	33
8800902	8800902	31
8800903	8800903	33
8800904	8800904	23
8800905	8800905	28
8800906	8800906	28
8800907	8800907	20
8800908	8800908	25
8800909	8800909	23
8800910	8800910	25
8800911	8800911	29
8800912	8800912	22
8800913	8800913	24
8800914	8800914	28
8800915	8800915	24
8800916	8800916	14
8800917	8800917	26
8800918	8800918	26
8800919	8800919	27
8800920	8800920	25
8800921	8800921	49
8800922	8800922	29
8800923	8800923	24
8800924	8800924	24
8800925	8800925	23
8800926	8800926	27
8800927	8800927	24
8800928	8800928	30
8800929	8800929	23
8800930	8800930	24
8800931	8800931	23
8800932	8800932	27
8800933	8800933	29
8800934	8800934	28
8800935	8800935	31
8800936	8800936	28
8800937	8800937	26
8800938	8800938	28
8800939	8800939	26
8800940	8800940	24
8800941	8800941	26
8800942	8800942	21
8800943	8800943	21
8800944	8800944	23
8800945	8800945	27
8800946	8800946	28
8800947	8800947	28
8800948	8800948	30
8800949	8800949	26
8800950	8800950	32
8800951	8800951	22
8800952	8800952	52
8800953	8800953	30
8800954	8800954	25
8800955	8800955	31
8800956	8800956	35
8800957	8800957	22
8800958	8800958	23
8800959	8800959	41
8800960	8800960	6
8800961	8800961	30
8800962	8800962	29
8800963	8800963	32
8800964	8800964	17
8800965	8800965	25
8800966	8800966	32
8800967	8800967	13
8800968	8800968	28
8800969	8800969	18
8800970	8800970	22
8800971	8800971	23
8800972	8800972	25
8800973	8800973	19
8800974	8800974	26
8800975	8800975	40
8800976	8800976	50
8800977	8800977	20
8800978	8800978	15
8800979	8800979	23
8800980	8800980	18
8800981	8800981	16
8800982	8800982	22
8800983	8800983	24
8800984	8800984	26
8800985	8800985	32
8800986	8800986	14
8800987	8800987	29
8800988	8800988	21
8800989	8800989	27
8800990	8800990	16
8800991	8800991	31
8800992	8800992	23
8800993	8800993	31
8800994	8800994	45
8800995	8800995	32
8800996	8800996	37
8800997	8800997	42
8800998	8800998	21
8800999	8800999	29
8801000	8801000	24
8801001	8801001	31
8801002	8801002	25
8801003	8801003	25
8801004	8801004	17
8801005	8801005	35
8801006	8801006	37
8801007	8801007	23
8801008	8801008	20
8801009	8801009	32
8801010	8801010	36
8801011	8801011	15
8801012	8801012	47
8801013	8801013	24
8801014	8801014	60
8801015	8801015	25
8801016	8801016	31
8801017	8801017	27
8801018	8801018	27
8801019	8801019	24
8801020	8801020	25
8801021	8801021	37
8801022	8801022	32
8801023	8801023	40
8801024	8801024	24
8801025	8801025	30
8801026	8801026	15
8801027	8801027	28
8801028	8801028	26
8801029	8801029	26
8801030	8801030	38
8801031	8801031	20
8801032	8801032	22
8801033	8801033	25
8801034	8801034	36
8801035	8801035	55
8801036	8801036	47
8801037	8801037	35
8801038	8801038	40
8801039	8801039	36
8801040	8801040	41
8801041	8801041	46
8801042	8801042	50
8801043	8801043	25
8801044	8801044	29
8801045	8801045	28
8801046	8801046	41
8801047	8801047	19
8801048	8801048	26
8801049	8801049	46
8801050	8801050	21
8801051	8801051	25
8801052	8801052	28
8801053	8801053	25
8801054	8801054	19
8801055	8801055	22
8801056	8801056	31
8801057	8801057	26
8801058	8801058	25
8801059	8801059	14
8801060	8801060	20
8801061	8801061	29
8801062	8801062	25
8801063	8801063	15
8801064	8801064	20
8801065	8801065	41
8801066	8801066	22
8801067	8801067	25
8801068	8801068	18
8801069	8801069	27
8801070	8801070	26
8801071	8801071	26
8801072	8801072	19
8801073	8801073	23
8801074	8801074	27
8801075	8801075	24
8801076	8801076	21
8801077	8801077	40
8801078	8801078	28
8801079	8801079	18
8801080	8801080	44
8801081	8801081	32
8801082	8801082	33
8801083	8801083	46
8801084	8801084	63
8801085	8801085	50
8801086	8801086	57
8801087	8801087	51
8801088	8801088	61
8801089	8801089	55
8801090	8801090	27
8801091	8801091	58
8801092	8801092	29
8801093	8801093	43
8801094	8801094	35
8801095	8801095	25
8801096	8801096	23
8801097	8801097	30
8801098	8801098	23
8801099	8801099	28
8801100	8801100	22
8801101	8801101	32
8801102	8801102	37
8801103	8801103	38
8801104	8801104	22
8801105	8801105	32
8801106	8801106	19
8801107	8801107	40
8801108	8801108	70
8801109	8801109	43
8801110	8801110	28
8801111	8801111	27
8801112	8801112	19
8801113	8801113	21
8801114	8801114	24
8801115	8801115	25
8801116	8801116	32
8801117	8801117	27
8801118	8801118	33
8801119	8801119	17
8801120	8801120	30
8801121	8801121	27
8801122	8801122	30
8801123	8801123	15
8801124	8801124	47
8801125	8801125	31
8801126	8801126	33
8801127	8801127	32
8801128	8801128	56
8801129	8801129	55
8801130	8801130	52
8801131	8801131	55
8801132	8801132	53
8801133	8801133	49
8801134	8801134	70
8801135	8801135	59
8801136	8801136	63
8801137	8801137	42
8801138	8801138	29
8801139	8801139	46
8801140	8801140	50
8801141	8801141	47
8801142	8801142	24
8801143	8801143	16
8801144	8801144	30
8801145	8801145	29
8801146	8801146	27
8801147	8801147	29
8801148	8801148	33
8801149	8801149	31
8801150	8801150	26
8801151	8801151	42
8801152	8801152	23
8801153	8801153	27
8801154	8801154	31
8801155	8801155	19
8801156	8801156	35
8801157	8801157	24
8801158	8801158	30
8801159	8801159	26
8801160	8801160	29
8801161	8801161	26
8801162	8801162	34
8801163	8801163	23
8801164	8801164	31
8801165	8801165	22
8801166	8801166	25
8801167	8801167	23
8801168	8801168	30
8801169	8801169	20
8801170	8801170	16
8801171	8801171	22
8801172	8801172	31
8801173	8801173	28
8801174	8801174	36
8801175	8801175	24
8801176	8801176	44
8801177	8801177	30
8801178	8801178	35
8801179	8801179	30
8801180	8801180	25
8801181	8801181	15
8801182	8801182	23
8801183	8801183	22
8801184	8801184	17
8801185	8801185	16
8801186	8801186	17
8801187	8801187	21
8801188	8801188	16
8801189	8801189	30
8801190	8801190	17
8801191	8801191	27
8801192	8801192	37
8801193	8801193	31
8801194	8801194	26
8801195	8801195	31
8801196	8801196	29
8801197	8801197	26
8801198	8801198	22
8801199	8801199	34
8801200	8801200	27
8801201	8801201	23
8801202	8801202	22
8801203	8801203	30
8801204	8801204	20
8801205	8801205	25
8801206	8801206	15
8801207	8801207	23
8801208	8801208	24
8801209	8801209	25
8801210	8801210	22
8801211	8801211	31
8801212	8801212	25
8801213	8801213	31
8801214	8801214	26
8801215	8801215	29
8801216	8801216	26
8801217	8801217	22
8801218	8801218	33
8801219	8801219	31
8801220	8801220	22
8801221	8801221	16
8801222	8801222	15
8801223	8801223	22
8801224	8801224	15
8801225	8801225	35
8801226	8801226	22
8801227	8801227	40
8801228	8801228	40
8801229	8801229	20
8801230	8801230	30
8801231	8801231	22
8801232	8801232	31
8801233	8801233	26
8801234	8801234	26
8801235	8801235	28
8801236	8801236	24
8801237	8801237	28
8801238	8801238	26
8801239	8801239	22
8801240	8801240	27
8801241	8801241	43
8801242	8801242	25
8801243	8801243	27
8801244	8801244	38
8801245	8801245	20
8801246	8801246	38
8801247	8801247	48
8801248	8801248	16
8801249	8801249	20
8801250	8801250	28
8801251	8801251	27
8801252	8801252	27
8801253	8801253	30
8801254	8801254	19
8801255	8801255	23
8801256	8801256	20
8801257	8801257	26
8801258	8801258	32
8801259	8801259	17
8801260	8801260	24
8801261	8801261	15
8801262	8801262	33
8801263	8801263	27
8801264	8801264	26
8801265	8801265	18
8801266	8801266	28
8801267	8801267	27
8801268	8801268	69
8801269	8801269	20
8801270	8801270	20
8801271	8801271	21
8801272	8801272	25
8801273	8801273	30
8801274	8801274	23
8801275	8801275	29
8801276	8801276	22
8801277	8801277	34
8801278	8801278	30
8801279	8801279	27
8801280	8801280	22
8801281	8801281	22
8801282	8801282	28
8801283	8801283	47
8801284	8801284	17
8801285	8801285	37
8801286	8801286	23
8801287	8801287	27
8801288	8801288	22
8801289	8801289	28
8801290	8801290	38
8801291	8801291	29
8801292	8801292	31
8801293	8801293	27
8801294	8801294	20
8801295	8801295	16
8801296	8801296	29
8801297	8801297	18
8801298	8801298	30
8801299	8801299	28
8801300	8801300	25
8801301	8801301	27
8801302	8801302	28
8801303	8801303	24
8801304	8801304	23
8801305	8801305	29
8801306	8801306	37
8801307	8801307	30
8801308	8801308	31
8801309	8801309	25
8801310	8801310	31
8801311	8801311	22
8801312	8801312	29
8801313	8801313	27
8801314	8801314	29
8801315	8801315	21
8801316	8801316	27
8801317	8801317	32
8801318	8801318	28
8801319	8801319	21
8801320	8801320	20
8801321	8801321	23
8801322	8801322	33
8801323	8801323	31
8801324	8801324	32
8801325	8801325	17
8801326	8801326	28
8801327	8801327	22
8801328	8801328	31
8801329	8801329	35
8801330	8801330	38
8801331	8801331	28
8801332	8801332	23
8801333	8801333	27
8801334	8801334	15
8801335	8801335	29
8801336	8801336	40
8801337	8801337	28
8801338	8801338	27
8801339	8801339	23
